Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Mitotic Spindle,0.5876991699376763,1.4287345452217988,0.0,0.009893276950664985,0.302,69/196,14.97%,ABL1;BRCA2;CDK1;BCR;PLK1;BCL2L11;AURKA;APC;CDC42;PXN;NF1;TOP2A;BCAR1;BIRC5;EZR;HDAC6;CTTN;FSCN1;LATS1;ROCK1;TSC1;ARF6;NOTCH2;RICTOR;BUB1;TTK;RASA1;TPX2;SOS1;WASL;NEDD9;NEK2;MYH9;ARHGEF2;PRC1;EPB41L2;VCL;WASF2;TRIO;MAP3K11;FLNA;YWHAE;CCNB2;CENPF;TIAM1;KIF2C;ABI1;NDC80;ESPL1;ACTN4;PREX1;NCK1;DLGAP5;KIF15;RALBP1;ANLN;GSN;KIF23;CDK5RAP2;NUSAP1;PKD2;ECT2;KIF11;RACGAP1;KIF4A;PAFAH1B1;LMNB1;MID1;KIF5B
prerank,Myc Targets V1,0.5667303980556396,1.387470662167751,0.0,0.015081058716641381,0.424,81/196,19.82%,MYC;CDK4;CDK2;PCNA;CCNA2;EIF4E;NPM1;CDC20;HDAC2;LDHA;CUL1;COPS5;RACK1;YWHAQ;NME1;MAD2L1;ODC1;APEX1;XPO1;SRSF1;MCM4;HDGF;XRCC6;HSPD1;TARDBP;MCM2;NOLC1;TYMS;RAN;HNRNPA2B1;MCM7;KPNA2;PGK1;RPS6;USP1;CDC45;TRIM28;G3BP1;PA2G4;VDAC1;CCT2;MCM6;SRSF2;YWHAE;CBX3;DEK;TFDP1;HNRNPD;NOP56;MCM5;SRPK1;CYC1;H2AZ1;RUVBL2;SRSF3;HNRNPA1;UBA2;PHB2;SNRPD1;PCBP1;EIF4G2;HSP90AB1;HSPE1;PPIA;CCT7;XPOT;LSM7;NCBP1;HNRNPC;C1QBP;BUB3;HNRNPU;PABPC1;EIF2S2;HPRT1;PSMC6;SET;EIF2S1;PABPC4;PTGES3;UBE2L3
prerank,Xenobiotic Metabolism,0.5704997406313106,1.3830956758197468,0.0,0.015335480300575414,0.437,88/194,25.64%,ESR1;IGF1;FAS;SERPINE1;HNF4A;IDH1;CRP;HMOX1;PLG;BCAR1;EPHA2;CAT;TGFB2;NQO1;TNFRSF1A;TAT;CYP1A1;APOE;IGFBP1;PINK1;ID2;VTN;PPARD;F10;CA2;IGFBP4;NDRG2;CYP17A1;FBP1;ETS2;PGRMC1;NFS1;IL1R1;ARG1;AKR1C3;CYB5A;CCL25;CYP1A2;HGFAC;PDK4;ABCC3;CASP6;BCAT1;GSR;ABCC2;TYR;SLC1A5;SPINT2;PTGES;PROS1;COMT;SLC22A1;IRF8;ALDH3A1;HRG;LONP1;TDO2;CBR1;POR;MT2A;LCAT;CYP2E1;BPHL;ITIH4;HPRT1;PC;TTPA;PTGES3;XDH;NPC1;CYP27A1;TMBIM6;PDLIM5;AP4B1;GCLC;PYCR1;NMT1;ADH1C;MBL2;ANGPTL3;SERTAD1;MAOA;RAP1GAP;SHMT2;PTGDS;GSS;JUP;CNDP2
prerank,Spermatogenesis,0.5759296007068057,1.3791739660565188,0.006,0.015527173804332607,0.453,32/124,15.82%,MTOR;BRAF;EZH2;CDK1;SIRT1;AURKA;POMC;NF2;TOPBP1;BUB1;TTK;CSNK2A2;PEBP1;NEK2;CDKN3;IL13RA2;DCC;MLLT10;ADCYAP1;CFTR;CCNA1;CCNB2;KIF2C;DMC1;PARP2;ALOX15;ACE;DBF4;RAD17;GFI1;CHFR;NOS1
prerank,Pperoxisome,0.5604558867196008,1.3449175186794666,0.011,0.02153960090998106,0.565,24/104,8.18%,ESR2;ABCB1;HRAS;IDH1;ALDH1A1;TOP2A;ALB;SOD2;CAT;SOD1;MSH2;BCL10;CDK7;NR1I2;ERCC1;GSTK1;PEX5;IDH2;CTBP1;PRDX1;PRDX5;ACSL4;CADM1;SLC23A2
prerank,Protein Secretion,0.5428001666365289,1.2977196454902793,0.051,0.03617173070896592,0.755,16/95,11.39%,EGFR;MAPK1;SOD1;ADAM10;KRT18;BNIP3;DNM1L;ABCA1;RPS6KA3;RAB5A;TPD52;GNAS;CAV2;ARF1;ATP7A;IGF2R
prerank,Bile Acid Metabolism,0.5323997980701446,1.269067907618308,0.034,0.047820648379145174,0.856,42/109,22.28%,AR;IDH1;ALDH1A1;CAT;SOD1;RXRA;NR1H4;BMP6;APOA1;LCK;NR0B2;NR1I2;NEDD4;GSTK1;IDH2;ABCA1;PRDX5;SLC23A2;BCAR3;NR3C2;HSD3B1;PEX26;PECR;ACSL5;OPTN;AMACR;FADS2;SULT2B1;ABCD1;ACSL1;PEX16;AGXT;CYP7A1;LIPE;PEX1;NPC1;CYP27A1;GCLM;PEX19;RBP1;ISOC1;FADS1
prerank,Interferon Alpha Response,0.5263233510315595,1.2611551998355366,0.063,0.050643453719884414,0.879,40/95,22.60%,CASP8;CXCL10;IL15;IL7;CSF1;IRF1;CASP1;TXNIP;HLA-C;CD47;CXCL11;ISG15;EIF2AK2;CD74;TRIM21;ADAR;STAT2;TRIM25;B2M;IL4R;IRF7;RIPK2;BST2;IFIH1;IFI27;LGALS3BP;SELL;USP18;IRF9;PSMB8;PROCR;RNF31;IRF2;C1S;PSMB9;OAS1;PARP9;ELF1;IFITM1;ISG20
prerank,KRAS Signaling Dn,0.4919415657080244,1.197447220173753,0.062,0.10061408597203608,0.975,41/186,15.82%,EGF;IFNG;PDCD1;IL12B;BARD1;EDN1;CD40LG;FGFR3;IGFBP2;CD80;TGFB2;KRT5;PRKN;SLC5A5;GDNF;BTG2;SGK1;FSHB;PAX3;PLAG1;BMPR1B;SOX10;IL5;OXT;HNF1A;DCC;SPHK2;SERPINB2;CCNA1;TCL1A;KMT2D;TG;NPY4R;ABCB11;AKR1B10;CYP11B2;ZBTB16;CLPS;RYR1;LGALS7;NOS1
prerank,Adipogenesis,0.4908661923052082,1.1952831013604857,0.063,0.1011880793745907,0.978,58/190,20.80%,LEP;STAT5A;PPARG;IDH1;ADIPOQ;BCL6;CHUK;CAT;PDCD4;SOD1;GADD45A;GPX4;ESRRA;APOE;LPL;AIFM1;RETN;SDHB;FABP4;PFKFB3;CD151;ANGPTL4;ACLY;ABCA1;LIFR;C3;ANGPT1;TOB1;CMPK1;CCNG2;SLC1A5;BCKDHA;ENPP2;CYC1;COX8A;SNCG;GPX3;COL4A1;UCP2;SDHC;MYLK;TKT;FZD4;GPHN;POR;MDH2;ARAF;DLAT;CDKN2C;SUCLG1;VEGFB;SCARB1;ALDOA;HSPB8;LIPE;PEX14;RNF11;PIM3
prerank,DNA Repair,0.4905508430884315,1.187000993693105,0.096,0.10831303616548871,0.984,64/141,32.73%,TP53;PCNA;RAD51;SMAD5;GPX4;RBX1;NME1;RALA;ERCC1;TYMS;RAD52;BCAP31;SDCBP;DDB1;DDB2;FEN1;RPA2;POLB;ZWINT;ELL;UMPS;ERCC2;ERCC3;POLD1;APRT;BRF2;XPC;POLR2J;SSRP1;POLR2A;HPRT1;NELFCD;RNMT;ADRM1;USP11;NELFB;POLR2E;ALYREF;DGCR8;ERCC4;TAF1C;TMED2;POLA1;TAF6;TSG101;MRPL40;COX17;RFC4;SUPT4H1;POLD3;NUDT9;GTF2B;ELOA;POLA2;NPR2;POLR2C;RAE1;TAF9;RRM2B;TARBP2;ADA;REV3L;POM121;ERCC8
prerank,Fatty Acid Metabolism,0.4500253929239,1.0843854384223952,0.252,0.27864317671140626,1.0,41/156,19.58%,HSP90AA1;IDH1;FASN;ALDH1A1;PPARA;NBN;MIF;LDHA;LGALS1;CYP1A1;ODC1;APEX1;BMPR1B;XIST;CA2;ENO2;ACSL4;RDH16;CPT1A;PRDX6;KMT5A;H2AZ1;ALDH3A2;ACSL5;SDHD;ALDH3A1;HADHB;S100A10;GLUL;SDHC;BCKDHB;TDO2;CBR1;ACOT2;MDH2;BPHL;SUCLG1;ACSL1;ALDOA;RAP1GDS1;SDHA
prerank,heme Metabolism,0.437852309998616,1.061682323224512,0.281,0.3270866084517139,1.0,63/189,25.70%,FOXO3;SLC2A1;ABCG2;NR3C1;BSG;CAT;CTSB;SLC7A11;BTRC;TFRC;CCND3;BTG2;GDE1;HDGF;TOP1;E2F2;KAT2B;EPOR;SNCA;CA2;BACH1;SDCBP;C3;HTATIP2;TYR;MAP2K3;TAL1;RBM5;LMO2;SLC30A1;GATA1;BNIP3L;GMPS;ADIPOR1;OPTN;USP15;H1-0;UCP2;AQP3;SEC14L1;NCOA4;PRDX2;PC;SLC4A1;TNS1;ABCB6;RNF123;GLRX5;GCLM;RBM38;GCLC;SELENBP1;HBB;ASNS;PDZK1IP1;SLC11A2;CAST;ERMAP;RAP1GAP;CTNS;P4HA2;ARHGEF12;DAAM1
prerank,Oxidative Phosphorylation,0.3928207833371934,0.9526052684057197,0.645,0.6234672854199588,1.0,38/181,19.58%,BAX;CYCS;IDH1;CASP7;LDHA;GPX4;AIFM1;SDHB;IDH2;CYB5A;CPT1A;VDAC1;PDK4;HSPA9;MFN2;BCKDHA;CYC1;COX8A;NDUFS1;SLC25A6;GPI;COX6B1;PHB2;ABCB7;SDHD;HADHB;SDHC;PDP1;COX7C;FDX1;POR;MDH2;DLAT;SUCLG1;UQCRH;OPA1;ATP5ME;SDHA
